SiteID, 34782.0
Longitude, -96.570374
Latitude, 37.575043
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2012,11,1,0,0,1.98,0.0
2012,11,1,0,5,1.989,0.0
2012,11,1,0,10,1.992,0.0
2012,11,1,0,15,1.959,0.0
2012,11,1,0,20,1.934,0.0
2012,11,1,0,25,1.9160000000000001,0.0
2012,11,1,0,30,1.919,0.0
2012,11,1,0,35,1.956,0.0
2012,11,1,0,40,2.0260000000000002,0.0
2012,11,1,0,45,2.084,0.0
2012,11,1,0,50,2.093,0.0
2012,11,1,0,55,2.099,0.0
2012,11,1,1,0,2.121,0.0
2012,11,1,1,5,2.166,0.001
2012,11,1,1,10,2.215,0.004
2012,11,1,1,15,2.243,0.006
2012,11,1,1,20,2.3040000000000003,0.011
2012,11,1,1,25,2.331,0.013000000000000001
2012,11,1,1,30,2.3040000000000003,0.011
2012,11,1,1,35,2.233,0.006
2012,11,1,1,40,2.185,0.002
2012,11,1,1,45,2.188,0.002
2012,11,1,1,50,2.24,0.006
2012,11,1,1,55,2.221,0.005
2012,11,1,2,0,2.1630000000000003,0.0
2012,11,1,2,5,2.169,0.001
2012,11,1,2,10,2.261,0.008
2012,11,1,2,15,2.352,0.015
2012,11,1,2,20,2.383,0.017
2012,11,1,2,25,2.423,0.02
2012,11,1,2,30,2.5140000000000002,0.027
2012,11,1,2,35,2.539,0.029
2012,11,1,2,40,2.523,0.028
2012,11,1,2,45,2.536,0.029
2012,11,1,2,50,2.5540000000000003,0.031
2012,11,1,2,55,2.517,0.028
2012,11,1,3,0,2.511,0.027
2012,11,1,3,5,2.557,0.031
2012,11,1,3,10,2.575,0.032
2012,11,1,3,15,2.523,0.028
2012,11,1,3,20,2.5420000000000003,0.03
2012,11,1,3,25,2.6270000000000002,0.036000000000000004
2012,11,1,3,30,2.67,0.039
2012,11,1,3,35,2.688,0.041
2012,11,1,3,40,2.694,0.041
2012,11,1,3,45,2.703,0.042
2012,11,1,3,50,2.716,0.043000000000000003
2012,11,1,3,55,2.743,0.045
2012,11,1,4,0,2.774,0.048
2012,11,1,4,5,2.767,0.047
2012,11,1,4,10,2.789,0.049
2012,11,1,4,15,2.813,0.051000000000000004
2012,11,1,4,20,2.847,0.053
2012,11,1,4,25,2.859,0.054
2012,11,1,4,30,2.841,0.053
2012,11,1,4,35,2.85,0.053
2012,11,1,4,40,2.874,0.055
2012,11,1,4,45,2.829,0.052000000000000005
2012,11,1,4,50,2.7680000000000002,0.047
2012,11,1,4,55,2.74,0.045
2012,11,1,5,0,2.761,0.047
2012,11,1,5,5,2.777,0.048
2012,11,1,5,10,2.81,0.05
2012,11,1,5,15,2.88,0.056
2012,11,1,5,20,2.957,0.062
2012,11,1,5,25,2.975,0.063
2012,11,1,5,30,2.981,0.064
2012,11,1,5,35,2.987,0.064
2012,11,1,5,40,2.948,0.061
2012,11,1,5,45,2.8770000000000002,0.056
2012,11,1,5,50,2.841,0.053
2012,11,1,5,55,2.844,0.053
2012,11,1,6,0,2.841,0.053
2012,11,1,6,5,2.816,0.051000000000000004
2012,11,1,6,10,2.826,0.052000000000000005
2012,11,1,6,15,2.9050000000000002,0.058
2012,11,1,6,20,2.987,0.064
2012,11,1,6,25,2.999,0.065
2012,11,1,6,30,2.987,0.064
2012,11,1,6,35,2.987,0.064
2012,11,1,6,40,2.972,0.063
2012,11,1,6,45,2.9290000000000003,0.06
2012,11,1,6,50,2.932,0.06
2012,11,1,6,55,2.978,0.063
2012,11,1,7,0,2.96,0.062
2012,11,1,7,5,2.89,0.056
2012,11,1,7,10,2.8770000000000002,0.056
2012,11,1,7,15,2.914,0.058
2012,11,1,7,20,2.926,0.059000000000000004
2012,11,1,7,25,2.902,0.057
2012,11,1,7,30,2.9290000000000003,0.06
2012,11,1,7,35,2.996,0.065
2012,11,1,7,40,3.015,0.066
2012,11,1,7,45,3.012,0.066
2012,11,1,7,50,2.99,0.064
2012,11,1,7,55,2.9170000000000003,0.059000000000000004
2012,11,1,8,0,2.829,0.052000000000000005
2012,11,1,8,5,2.8040000000000003,0.05
2012,11,1,8,10,2.795,0.049
2012,11,1,8,15,2.822,0.051000000000000004
2012,11,1,8,20,2.829,0.052000000000000005
2012,11,1,8,25,2.7680000000000002,0.047
2012,11,1,8,30,2.658,0.039
2012,11,1,8,35,2.56,0.031
2012,11,1,8,40,2.575,0.032
2012,11,1,8,45,2.645,0.038
2012,11,1,8,50,2.703,0.042
2012,11,1,8,55,2.7800000000000002,0.048
2012,11,1,9,0,2.8930000000000002,0.057
2012,11,1,9,5,2.975,0.063
2012,11,1,9,10,2.999,0.065
2012,11,1,9,15,2.99,0.064
2012,11,1,9,20,3.021,0.067
2012,11,1,9,25,3.1,0.073
2012,11,1,9,30,3.1830000000000003,0.079
2012,11,1,9,35,3.286,0.115
2012,11,1,9,40,3.387,0.17
2012,11,1,9,45,3.424,0.19
2012,11,1,9,50,3.427,0.192
2012,11,1,9,55,3.415,0.185
2012,11,1,10,0,3.396,0.17500000000000002
2012,11,1,10,5,3.418,0.187
2012,11,1,10,10,3.5,0.232
2012,11,1,10,15,3.5820000000000003,0.277
2012,11,1,10,20,3.634,0.306
2012,11,1,10,25,3.646,0.313
2012,11,1,10,30,3.6710000000000003,0.326
2012,11,1,10,35,3.778,0.385
2012,11,1,10,40,3.976,0.495
2012,11,1,10,45,4.208,0.623
2012,11,1,10,50,4.394,0.757
2012,11,1,10,55,4.47,0.8260000000000001
2012,11,1,11,0,4.4430000000000005,0.801
2012,11,1,11,5,4.4190000000000005,0.779
2012,11,1,11,10,4.437,0.796
2012,11,1,11,15,4.4670000000000005,0.8240000000000001
2012,11,1,11,20,4.541,0.89
2012,11,1,11,25,4.672,1.0090000000000001
2012,11,1,11,30,4.748,1.077
2012,11,1,11,35,4.705,1.038
2012,11,1,11,40,4.62,0.961
2012,11,1,11,45,4.657,0.994
2012,11,1,11,50,4.8580000000000005,1.176
2012,11,1,11,55,5.056,1.356
2012,11,1,12,0,5.139,1.43
2012,11,1,12,5,5.218,1.502
2012,11,1,12,10,5.349,1.62
2012,11,1,12,15,5.478,1.7750000000000001
2012,11,1,12,20,5.542,1.858
2012,11,1,12,25,5.587,1.9180000000000001
2012,11,1,12,30,5.648,1.997
2012,11,1,12,35,5.6450000000000005,1.992
2012,11,1,12,40,5.603,1.935
2012,11,1,12,45,5.581,1.907
2012,11,1,12,50,5.581,1.9060000000000001
2012,11,1,12,55,5.594,1.921
2012,11,1,13,0,5.627,1.964
2012,11,1,13,5,5.6850000000000005,2.04
2012,11,1,13,10,5.774,2.156
2012,11,1,13,15,5.883,2.3000000000000003
2012,11,1,13,20,5.96,2.4
2012,11,1,13,25,6.103,2.588
2012,11,1,13,30,6.338,2.896
2012,11,1,13,35,6.585,3.285
2012,11,1,13,40,6.765000000000001,3.613
2012,11,1,13,45,6.823,3.72
2012,11,1,13,50,6.854,3.7760000000000002
2012,11,1,13,55,6.939,3.931
2012,11,1,14,0,7.0520000000000005,4.136
2012,11,1,14,5,7.123,4.2620000000000005
2012,11,1,14,10,7.144,4.299
2012,11,1,14,15,7.126,4.266
2012,11,1,14,20,7.138,4.288
2012,11,1,14,25,7.2170000000000005,4.433
2012,11,1,14,30,7.269,4.529
2012,11,1,14,35,7.168,4.347
2012,11,1,14,40,7.037,4.11
2012,11,1,14,45,6.988,4.022
2012,11,1,14,50,7.055,4.144
2012,11,1,14,55,7.135,4.288
2012,11,1,15,0,7.065,4.16
2012,11,1,15,5,6.9270000000000005,3.911
2012,11,1,15,10,6.814,3.706
2012,11,1,15,15,6.781000000000001,3.645
2012,11,1,15,20,6.781000000000001,3.646
2012,11,1,15,25,6.594,3.31
2012,11,1,15,30,6.1370000000000005,2.642
2012,11,1,15,35,5.59,1.928
2012,11,1,15,40,5.212,1.5
2012,11,1,15,45,5.008,1.315
2012,11,1,15,50,4.821,1.1460000000000001
2012,11,1,15,55,4.6080000000000005,0.9530000000000001
2012,11,1,16,0,4.397,0.762
2012,11,1,16,5,4.181,0.608
2012,11,1,16,10,4.04,0.531
2012,11,1,16,15,3.967,0.49
2012,11,1,16,20,3.988,0.501
2012,11,1,16,25,4.089,0.556
2012,11,1,16,30,4.1530000000000005,0.591
2012,11,1,16,35,4.1930000000000005,0.612
2012,11,1,16,40,4.266,0.652
2012,11,1,16,45,4.296,0.668
2012,11,1,16,50,4.312,0.676
2012,11,1,16,55,4.382,0.739
