SiteID, 75176.0
Longitude, -99.896545
Latitude, 42.455959
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2012,11,1,0,0,4.406,0.7010000000000001
2012,11,1,0,5,4.47,0.758
2012,11,1,0,10,4.571,0.847
2012,11,1,0,15,4.715,0.975
2012,11,1,0,20,4.846,1.091
2012,11,1,0,25,4.9590000000000005,1.191
2012,11,1,0,30,5.041,1.264
2012,11,1,0,35,5.114,1.329
2012,11,1,0,40,5.1850000000000005,1.3920000000000001
2012,11,1,0,45,5.264,1.462
2012,11,1,0,50,5.337,1.5270000000000001
2012,11,1,0,55,5.389,1.573
2012,11,1,1,0,5.453,1.6300000000000001
2012,11,1,1,5,5.49,1.668
2012,11,1,1,10,5.487,1.663
2012,11,1,1,15,5.456,1.6320000000000001
2012,11,1,1,20,5.45,1.6260000000000001
2012,11,1,1,25,5.429,1.607
2012,11,1,1,30,5.398,1.58
2012,11,1,1,35,5.392,1.574
2012,11,1,1,40,5.416,1.596
2012,11,1,1,45,5.4350000000000005,1.612
2012,11,1,1,50,5.4590000000000005,1.6340000000000001
2012,11,1,1,55,5.554,1.749
2012,11,1,2,0,5.728,1.973
2012,11,1,2,5,5.969,2.283
2012,11,1,2,10,6.292,2.698
2012,11,1,2,15,6.707,3.299
2012,11,1,2,20,7.095,3.989
2012,11,1,2,25,7.376,4.488
2012,11,1,2,30,7.647,4.972
2012,11,1,2,35,8.139,6.118
2012,11,1,2,40,8.496,6.962
2012,11,1,2,45,8.548,7.087
2012,11,1,2,50,9.295,9.141
2012,11,1,2,55,9.362,9.35
2012,11,1,3,0,8.655,7.369
2012,11,1,3,5,8.377,6.72
2012,11,1,3,10,8.45,6.891
2012,11,1,3,15,8.658,7.377
2012,11,1,3,20,8.841,7.862
2012,11,1,3,25,9.021,8.384
2012,11,1,3,30,9.387,9.441
2012,11,1,3,35,10.095,11.441
2012,11,1,3,40,10.919,13.689
2012,11,1,3,45,11.53,14.664
2012,11,1,3,50,11.722,14.975
2012,11,1,3,55,11.639000000000001,14.849
2012,11,1,4,0,11.453,14.556000000000001
2012,11,1,4,5,11.298,14.313
2012,11,1,4,10,11.252,14.245000000000001
2012,11,1,4,15,11.343,14.395
2012,11,1,4,20,11.542,14.715
2012,11,1,4,25,11.725,15.009
2012,11,1,4,30,11.884,15.265
2012,11,1,4,35,11.96,15.389000000000001
2012,11,1,4,40,11.957,15.386000000000001
2012,11,1,4,45,11.877,15.262
2012,11,1,4,50,11.792,15.127
2012,11,1,4,55,11.703,14.986
2012,11,1,5,0,11.594,14.811
2012,11,1,5,5,11.481,14.631
2012,11,1,5,10,11.371,14.457
2012,11,1,5,15,11.249,14.264000000000001
2012,11,1,5,20,11.114,14.051
2012,11,1,5,25,11.008000000000001,13.884
2012,11,1,5,30,11.035,13.936
2012,11,1,5,35,11.063,13.987
2012,11,1,5,40,10.995000000000001,13.886000000000001
2012,11,1,5,45,10.873000000000001,13.694
2012,11,1,5,50,10.739,13.339
2012,11,1,5,55,10.626,13.037
2012,11,1,6,0,10.59,12.943
2012,11,1,6,5,10.614,13.015
2012,11,1,6,10,10.687,13.222
2012,11,1,6,15,10.739,13.371
2012,11,1,6,20,10.763,13.444
2012,11,1,6,25,10.702,13.284
2012,11,1,6,30,10.574,12.939
2012,11,1,6,35,10.4,12.468
2012,11,1,6,40,10.193,11.904
2012,11,1,6,45,9.967,11.290000000000001
2012,11,1,6,50,9.717,10.603
2012,11,1,6,55,9.537,10.086
2012,11,1,7,0,9.411,9.728
2012,11,1,7,5,9.329,9.493
2012,11,1,7,10,9.286,9.372
2012,11,1,7,15,9.28,9.357
2012,11,1,7,20,9.286,9.378
2012,11,1,7,25,9.262,9.309000000000001
2012,11,1,7,30,9.219,9.188
2012,11,1,7,35,9.201,9.137
2012,11,1,7,40,9.192,9.114
2012,11,1,7,45,9.195,9.126
2012,11,1,7,50,9.235,9.244
2012,11,1,7,55,9.351,9.583
2012,11,1,8,0,9.521,10.081
2012,11,1,8,5,9.698,10.596
2012,11,1,8,10,9.811,10.914
2012,11,1,8,15,9.833,10.975
2012,11,1,8,20,9.799,10.886000000000001
2012,11,1,8,25,9.851,11.032
2012,11,1,8,30,9.918000000000001,11.221
2012,11,1,8,35,9.949,11.309000000000001
2012,11,1,8,40,9.897,11.171
2012,11,1,8,45,9.814,10.948
2012,11,1,8,50,9.738,10.742
2012,11,1,8,55,9.656,10.508000000000001
2012,11,1,9,0,9.567,10.254
2012,11,1,9,5,9.469,9.975
2012,11,1,9,10,9.341000000000001,9.606
2012,11,1,9,15,9.192,9.176
2012,11,1,9,20,9.039,8.736
2012,11,1,9,25,8.865,8.235
2012,11,1,9,30,8.661,7.644
2012,11,1,9,35,8.429,7.082
2012,11,1,9,40,8.206,6.555
2012,11,1,9,45,7.9590000000000005,5.97
2012,11,1,9,50,7.724,5.413
2012,11,1,9,55,7.571,5.053
2012,11,1,10,0,7.4830000000000005,4.882
2012,11,1,10,5,7.397,4.73
2012,11,1,10,10,7.33,4.61
2012,11,1,10,15,7.303,4.562
2012,11,1,10,20,7.272,4.508
2012,11,1,10,25,7.248,4.465
2012,11,1,10,30,7.214,4.405
2012,11,1,10,35,7.123,4.241
2012,11,1,10,40,7.034,4.082
2012,11,1,10,45,6.952,3.934
2012,11,1,10,50,6.845,3.742
2012,11,1,10,55,6.708,3.495
2012,11,1,11,0,6.5920000000000005,3.286
2012,11,1,11,5,6.518,3.154
2012,11,1,11,10,6.399,2.972
2012,11,1,11,15,6.207,2.721
2012,11,1,11,20,5.972,2.416
2012,11,1,11,25,5.774,2.158
2012,11,1,11,30,5.682,2.039
2012,11,1,11,35,5.722,2.091
2012,11,1,11,40,5.813,2.211
2012,11,1,11,45,5.829,2.231
2012,11,1,11,50,5.7490000000000006,2.128
2012,11,1,11,55,5.633,1.977
2012,11,1,12,0,5.606,1.941
2012,11,1,12,5,5.578,1.9060000000000001
2012,11,1,12,10,5.4990000000000006,1.803
2012,11,1,12,15,5.414,1.692
2012,11,1,12,20,5.2,1.486
2012,11,1,12,25,5.127,1.42
2012,11,1,12,30,5.106,1.401
2012,11,1,12,35,5.038,1.341
2012,11,1,12,40,4.916,1.231
2012,11,1,12,45,4.6930000000000005,1.03
2012,11,1,12,50,4.391,0.757
2012,11,1,12,55,4.0680000000000005,0.547
2012,11,1,13,0,3.848,0.426
2012,11,1,13,5,3.75,0.372
2012,11,1,13,10,3.753,0.374
2012,11,1,13,15,3.781,0.389
2012,11,1,13,20,3.735,0.364
2012,11,1,13,25,3.564,0.27
2012,11,1,13,30,3.439,0.201
2012,11,1,13,35,3.476,0.221
2012,11,1,13,40,3.613,0.297
2012,11,1,13,45,3.79,0.395
2012,11,1,13,50,3.97,0.494
2012,11,1,13,55,4.104,0.5680000000000001
2012,11,1,14,0,4.248,0.647
2012,11,1,14,5,4.409,0.775
2012,11,1,14,10,4.562,0.913
2012,11,1,14,15,4.666,1.0070000000000001
2012,11,1,14,20,4.654,0.997
