Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2012,11,1,0,0,2.523,0.027
2012,11,1,0,5,2.578,0.031
2012,11,1,0,10,2.606,0.033
2012,11,1,0,15,2.609,0.034
2012,11,1,0,20,2.633,0.036000000000000004
2012,11,1,0,25,2.67,0.038
2012,11,1,0,30,2.676,0.039
2012,11,1,0,35,2.691,0.04
2012,11,1,0,40,2.758,0.045
2012,11,1,0,45,2.789,0.048
2012,11,1,0,50,2.813,0.049
2012,11,1,0,55,2.819,0.05
2012,11,1,1,0,2.813,0.049
2012,11,1,1,5,2.813,0.049
2012,11,1,1,10,2.829,0.051000000000000004
2012,11,1,1,15,2.822,0.05
2012,11,1,1,20,2.807,0.049
2012,11,1,1,25,2.829,0.051000000000000004
2012,11,1,1,30,2.825,0.05
2012,11,1,1,35,2.758,0.045
2012,11,1,1,40,2.673,0.039
2012,11,1,1,45,2.584,0.032
2012,11,1,1,50,2.523,0.027
2012,11,1,1,55,2.499,0.025
2012,11,1,2,0,2.517,0.027
2012,11,1,2,5,2.517,0.027
2012,11,1,2,10,2.481,0.024
2012,11,1,2,15,2.447,0.021
2012,11,1,2,20,2.423,0.019
2012,11,1,2,25,2.359,0.015
2012,11,1,2,30,2.319,0.011
2012,11,1,2,35,2.285,0.009000000000000001
2012,11,1,2,40,2.285,0.009000000000000001
2012,11,1,2,45,2.316,0.011
2012,11,1,2,50,2.359,0.014
2012,11,1,2,55,2.3890000000000002,0.017
2012,11,1,3,0,2.453,0.022
2012,11,1,3,5,2.465,0.023
2012,11,1,3,10,2.468,0.023
2012,11,1,3,15,2.536,0.028
2012,11,1,3,20,2.6390000000000002,0.036000000000000004
2012,11,1,3,25,2.703,0.041
2012,11,1,3,30,2.713,0.042
2012,11,1,3,35,2.719,0.042
2012,11,1,3,40,2.749,0.044
2012,11,1,3,45,2.774,0.046
2012,11,1,3,50,2.774,0.046
2012,11,1,3,55,2.749,0.044
2012,11,1,4,0,2.722,0.042
2012,11,1,4,5,2.694,0.04
2012,11,1,4,10,2.685,0.039
2012,11,1,4,15,2.67,0.038
2012,11,1,4,20,2.71,0.041
2012,11,1,4,25,2.786,0.047
2012,11,1,4,30,2.859,0.053
2012,11,1,4,35,2.944,0.059000000000000004
2012,11,1,4,40,2.987,0.063
2012,11,1,4,45,2.978,0.062
2012,11,1,4,50,2.935,0.059000000000000004
2012,11,1,4,55,2.914,0.057
2012,11,1,5,0,2.957,0.06
2012,11,1,5,5,3.0180000000000002,0.065
2012,11,1,5,10,3.082,0.07
2012,11,1,5,15,3.106,0.07200000000000001
2012,11,1,5,20,3.091,0.07
2012,11,1,5,25,3.158,0.076
2012,11,1,5,30,3.329,0.126
2012,11,1,5,35,3.521,0.231
2012,11,1,5,40,3.649,0.302
2012,11,1,5,45,3.747,0.357
2012,11,1,5,50,3.8200000000000003,0.399
2012,11,1,5,55,3.848,0.41500000000000004
2012,11,1,6,0,3.869,0.427
2012,11,1,6,5,3.9,0.443
2012,11,1,6,10,3.8810000000000002,0.432
2012,11,1,6,15,3.83,0.403
2012,11,1,6,20,3.802,0.388
2012,11,1,6,25,3.878,0.429
2012,11,1,6,30,4.287,0.656
2012,11,1,6,35,5.236,1.5030000000000001
